"","actor","subject","observed.crowd","observed.displace","observed.totalCD","random.displace","random.crowd","runID"
"255","GBB","GGG",7,86,93,7,86,"run002"
"256","GBB","GGR",1,3,4,3,1,"run002"
"257","GBB","GRG",0,6,6,4,2,"run002"
"258","GBB","GRR",0,1,1,1,0,"run002"
"259","GBB","RBB",0,2,2,1,1,"run002"
"260","GBB","RBG",3,9,12,4,8,"run002"
"261","GBB","RBR",1,0,1,1,0,"run002"
"262","GBB","RGG",1,0,1,1,0,"run002"
"263","GBB","RGR",2,1,3,0,3,"run002"
"264","GBB","RRG",0,2,2,1,1,"run002"
"265","GBB","RRR",1,9,10,6,4,"run002"
"266","GBG","BBB",0,5,5,1,4,"run002"
"267","GBG","BBR",0,1,1,1,0,"run002"
"268","GBG","BRB",1,4,5,3,2,"run002"
"269","GBG","BRR",1,0,1,1,0,"run002"
"270","GBG","GGB",0,4,4,3,1,"run002"
"271","GBG","GGG",4,11,15,3,12,"run002"
"272","GBG","RBB",1,0,1,0,1,"run002"
"273","GBG","RBG",0,1,1,1,0,"run002"
"274","GBG","RGG",0,1,1,0,1,"run002"
"275","GBG","RGR",1,3,4,1,3,"run002"
"276","GBG","RRG",1,3,4,2,2,"run002"
"277","GGB","BBB",3,16,19,14,5,"run002"
"278","GGB","BBR",1,4,5,4,1,"run002"
"279","GGB","BGB",0,3,3,2,1,"run002"
"280","GGB","BGG",0,4,4,4,0,"run002"
"281","GGB","BRB",0,1,1,1,0,"run002"
"282","GGB","BRR",1,15,16,12,4,"run002"
"283","GGB","GBB",0,1,1,0,1,"run002"
"284","GGB","GBG",1,0,1,0,1,"run002"
"285","GGB","GGG",13,48,61,37,24,"run002"
"286","GGB","GGR",0,7,7,0,7,"run002"
"287","GGB","GRR",0,4,4,1,3,"run002"
"288","GGB","RBB",0,5,5,0,5,"run002"
"289","GGB","RBG",0,4,4,4,0,"run002"
"290","GGB","RBR",0,5,5,3,2,"run002"
"291","GGB","RGG",1,5,6,0,6,"run002"
"292","GGB","RGR",0,2,2,1,1,"run002"
"293","GGB","RRG",1,5,6,0,6,"run002"
"294","GGB","RRR",1,5,6,6,0,"run002"
"295","GGG","BBB",8,31,39,20,19,"run002"
"296","GGG","BGB",0,2,2,2,0,"run002"
"297","GGG","BGG",1,7,8,8,0,"run002"
"298","GGG","BRB",1,3,4,1,3,"run002"
"299","GGG","BRR",0,6,6,5,1,"run002"
"300","GGG","GGB",5,1,6,4,2,"run002"
"301","GGG","GGR",1,9,10,10,0,"run002"
"302","GGG","GRR",0,2,2,0,2,"run002"
"303","GGG","RBB",1,8,9,8,1,"run002"
"304","GGG","RBG",0,6,6,1,5,"run002"
"305","GGG","RBR",0,21,21,19,2,"run002"
"306","GGG","RGG",0,3,3,0,3,"run002"
"307","GGG","RGR",1,12,13,3,10,"run002"
"308","GGG","RRG",1,23,24,21,3,"run002"
"309","GGG","RRR",0,3,3,3,0,"run002"
"310","GGR","BBB",0,2,2,0,2,"run002"
"311","GGR","BBR",0,2,2,0,2,"run002"
"312","GGR","BGG",0,1,1,1,0,"run002"
"313","GGR","BRR",1,0,1,0,1,"run002"
"314","GGR","GRR",1,0,1,1,0,"run002"
"315","GGR","RBB",0,2,2,1,1,"run002"
"316","GRG","BBB",3,8,11,6,5,"run002"
"317","GRG","BBR",0,1,1,1,0,"run002"
"318","GRG","BGG",0,1,1,0,1,"run002"
"319","GRG","BRB",0,3,3,0,3,"run002"
"320","GRG","BRR",0,1,1,1,0,"run002"
"321","GRG","GBG",0,1,1,0,1,"run002"
"322","GRG","GGB",2,15,17,14,3,"run002"
"323","GRG","GGG",3,12,15,12,3,"run002"
"324","GRG","GGR",0,5,5,0,5,"run002"
"325","GRG","GRR",0,1,1,0,1,"run002"
"326","GRG","RBG",0,1,1,1,0,"run002"
"327","GRG","RBR",0,1,1,0,1,"run002"
"328","GRG","RGR",1,2,3,2,1,"run002"
"329","GRG","RRG",2,4,6,0,6,"run002"
"330","GRR","BBB",0,1,1,0,1,"run002"
"331","GRR","BBR",0,1,1,0,1,"run002"
"332","GRR","BGB",1,2,3,1,2,"run002"
"333","GRR","BGG",0,2,2,0,2,"run002"
"334","GRR","BRB",0,1,1,0,1,"run002"
"335","GRR","BRR",0,2,2,0,2,"run002"
"336","GRR","GGG",0,1,1,0,1,"run002"
"337","GRR","GGR",0,1,1,1,0,"run002"
"338","RBB","BBB",0,1,1,0,1,"run002"
"339","RBB","BBR",0,1,1,1,0,"run002"
"340","RBB","BRB",0,1,1,0,1,"run002"
"341","RBB","GRR",0,1,1,1,0,"run002"
"342","RBB","RGG",0,1,1,1,0,"run002"
"343","RBG","BBB",2,8,10,9,1,"run002"
"344","RBG","BBG",0,1,1,0,1,"run002"
"345","RBG","BRR",0,1,1,1,0,"run002"
"346","RBG","GBB",0,1,1,1,0,"run002"
"347","RBG","GRR",0,3,3,3,0,"run002"
"348","RBG","RBB",1,1,2,2,0,"run002"
"349","RBG","RBR",0,1,1,0,1,"run002"
"350","RBG","RGR",0,1,1,0,1,"run002"
"351","RBR","BBB",0,13,13,6,7,"run002"
"352","RBR","BBR",0,1,1,0,1,"run002"
"353","RBR","BGB",2,4,6,4,2,"run002"
"354","RBR","BGG",0,2,2,1,1,"run002"
"355","RBR","BRB",1,0,1,1,0,"run002"
"356","RBR","BRR",1,4,5,4,1,"run002"
"357","RBR","GGB",0,12,12,0,12,"run002"
"358","RBR","GRR",4,4,8,4,4,"run002"
"359","RBR","RBB",0,3,3,3,0,"run002"
"360","RBR","RGG",2,9,11,3,8,"run002"
"361","RBR","RGR",1,0,1,0,1,"run002"
"362","RBR","RRR",0,1,1,0,1,"run002"
"363","RGG","BBB",0,8,8,7,1,"run002"
"364","RGG","BBR",1,2,3,2,1,"run002"
"365","RGG","BGB",0,1,1,1,0,"run002"
"366","RGG","BRR",0,4,4,1,3,"run002"
"367","RGG","GGG",0,1,1,0,1,"run002"
"368","RGG","GGR",0,3,3,2,1,"run002"
"369","RGG","GRR",0,8,8,0,8,"run002"
"370","RGG","RBB",0,1,1,1,0,"run002"
"371","RGR","BBB",2,5,7,1,6,"run002"
"372","RGR","BBR",1,1,2,1,1,"run002"
"373","RGR","BGB",2,5,7,3,4,"run002"
"374","RGR","BGG",2,2,4,4,0,"run002"
"375","RGR","BRR",1,5,6,1,5,"run002"
"376","RGR","GGB",2,12,14,11,3,"run002"
"377","RGR","GGG",0,2,2,1,1,"run002"
"378","RGR","GGR",0,4,4,4,0,"run002"
"379","RGR","RBB",0,4,4,3,1,"run002"
"380","RGR","RGG",1,1,2,2,0,"run002"
"381","RGR","RRG",0,3,3,0,3,"run002"
"382","RRG","BBB",2,33,35,17,18,"run002"
"383","RRG","BBR",0,5,5,5,0,"run002"
"384","RRG","BGB",1,10,11,2,9,"run002"
"385","RRG","BGG",0,2,2,0,2,"run002"
"386","RRG","BRB",2,40,42,17,25,"run002"
"387","RRG","BRR",1,16,17,10,7,"run002"
"388","RRG","GGG",2,14,16,1,15,"run002"
"389","RRG","GGR",0,5,5,5,0,"run002"
"390","RRG","GRG",1,0,1,1,0,"run002"
"391","RRG","GRR",3,8,11,4,7,"run002"
"392","RRG","RBB",1,1,2,1,1,"run002"
"393","RRG","RGG",0,1,1,1,0,"run002"
"394","RRG","RGR",0,1,1,1,0,"run002"
"395","RRR","BBR",1,0,1,0,1,"run002"
"396","RRR","BGB",2,1,3,2,1,"run002"
"397","RRR","BGG",1,0,1,1,0,"run002"
"398","RRR","BRB",1,1,2,2,0,"run002"
"399","RRR","BRR",1,1,2,1,1,"run002"
"400","RRR","GGR",0,1,1,0,1,"run002"
"401","RRR","GRR",0,3,3,1,2,"run002"
"402","RRR","RBB",1,2,3,3,0,"run002"
"403","RRR","RBR",0,2,2,1,1,"run002"
"404","RRR","RGG",0,1,1,1,0,"run002"
"405","RRR","RGR",1,2,3,0,3,"run002"
"406","RRR","RRG",2,2,4,2,2,"run002"
"407","BBB","BRB",0,1,1,0,1,"run003"
"408","BBB","GGG",1,2,3,1,2,"run003"
"409","BBB","GRR",0,2,2,2,0,"run003"
"410","BBB","RBG",0,1,1,1,0,"run003"
"411","BBB","RRG",1,3,4,1,3,"run003"
"412","BBB","RRR",0,2,2,2,0,"run003"
"413","BBG","BBB",1,4,5,3,2,"run003"
"414","BBG","BGB",0,1,1,1,0,"run003"
"415","BBG","BGG",0,1,1,0,1,"run003"
"416","BBG","BRB",1,16,17,7,10,"run003"
"417","BBG","GBB",0,1,1,1,0,"run003"
"418","BBG","GBG",2,7,9,7,2,"run003"
"419","BBG","GGB",2,25,27,7,20,"run003"
"420","BBG","GGG",4,38,42,36,6,"run003"
"421","BBG","GRG",1,9,10,1,9,"run003"
"422","BBG","GRR",0,1,1,0,1,"run003"
"423","BBG","RBB",0,1,1,1,0,"run003"
"424","BBG","RBG",0,4,4,4,0,"run003"
"425","BBG","RBR",0,1,1,0,1,"run003"
"426","BBG","RGR",0,1,1,1,0,"run003"
"427","BBG","RRG",1,2,3,0,3,"run003"
"428","BBG","RRR",0,7,7,0,7,"run003"
"429","BGB","BBB",0,2,2,0,2,"run003"
"430","BGB","RRG",0,1,1,1,0,"run003"
"431","BGG","BBB",0,3,3,3,0,"run003"
"432","BGG","BBR",0,1,1,1,0,"run003"
"433","BGG","GRG",0,1,1,1,0,"run003"
"434","BGG","RBG",1,1,2,0,2,"run003"
"435","BGG","RGG",0,3,3,3,0,"run003"
"436","BGG","RGR",0,1,1,1,0,"run003"
"437","BGG","RRR",1,1,2,1,1,"run003"
"438","BRB","BBB",0,13,13,11,2,"run003"
"439","BRB","BBR",0,1,1,0,1,"run003"
"440","BRB","BRR",0,3,3,1,2,"run003"
"441","BRB","GGG",0,1,1,1,0,"run003"
"442","BRB","GGR",0,1,1,0,1,"run003"
"443","BRB","RBB",0,1,1,1,0,"run003"
"444","BRB","RBG",0,1,1,0,1,"run003"
"445","BRB","RGR",0,1,1,0,1,"run003"
"446","BRB","RRR",0,1,1,0,1,"run003"
"447","BRR","BBB",0,11,11,2,9,"run003"
"448","BRR","BGB",1,1,2,1,1,"run003"
"449","BRR","BGG",0,1,1,0,1,"run003"
"450","BRR","BRB",0,1,1,0,1,"run003"
"451","BRR","RBB",0,2,2,2,0,"run003"
"452","GBB","BBB",12,38,50,7,43,"run003"
"453","GBB","BGG",0,1,1,1,0,"run003"
"454","GBB","BRB",1,9,10,3,7,"run003"
"455","GBB","BRR",1,3,4,0,4,"run003"
"456","GBB","GBG",0,4,4,2,2,"run003"
"457","GBB","GGB",0,21,21,5,16,"run003"
"458","GBB","GGG",7,86,93,56,37,"run003"
"459","GBB","GGR",1,3,4,1,3,"run003"
"460","GBB","GRG",0,6,6,4,2,"run003"
"461","GBB","GRR",0,1,1,1,0,"run003"
"462","GBB","RBB",0,2,2,2,0,"run003"
"463","GBB","RBG",3,9,12,9,3,"run003"
"464","GBB","RBR",1,0,1,0,1,"run003"
"465","GBB","RGG",1,0,1,0,1,"run003"
"466","GBB","RGR",2,1,3,0,3,"run003"
"467","GBB","RRG",0,2,2,0,2,"run003"
"468","GBB","RRR",1,9,10,4,6,"run003"
"469","GBG","BBB",0,5,5,1,4,"run003"
"470","GBG","BBR",0,1,1,1,0,"run003"
"471","GBG","BRB",1,4,5,5,0,"run003"
"472","GBG","BRR",1,0,1,0,1,"run003"
"473","GBG","GGB",0,4,4,2,2,"run003"
"474","GBG","GGG",4,11,15,9,6,"run003"
"475","GBG","RBB",1,0,1,1,0,"run003"
"476","GBG","RBG",0,1,1,1,0,"run003"
"477","GBG","RGG",0,1,1,0,1,"run003"
"478","GBG","RGR",1,3,4,2,2,"run003"
"479","GBG","RRG",1,3,4,3,1,"run003"
"480","GGB","BBB",3,16,19,11,8,"run003"
"481","GGB","BBR",1,4,5,1,4,"run003"
"482","GGB","BGB",0,3,3,0,3,"run003"
"483","GGB","BGG",0,4,4,3,1,"run003"
"484","GGB","BRB",0,1,1,1,0,"run003"
"485","GGB","BRR",1,15,16,0,16,"run003"
"486","GGB","GBB",0,1,1,0,1,"run003"
"487","GGB","GBG",1,0,1,1,0,"run003"
"488","GGB","GGG",13,48,61,52,9,"run003"
"489","GGB","GGR",0,7,7,1,6,"run003"
"490","GGB","GRR",0,4,4,1,3,"run003"
"491","GGB","RBB",0,5,5,5,0,"run003"
"492","GGB","RBG",0,4,4,2,2,"run003"
"493","GGB","RBR",0,5,5,0,5,"run003"
"494","GGB","RGG",1,5,6,1,5,"run003"
"495","GGB","RGR",0,2,2,1,1,"run003"
"496","GGB","RRG",1,5,6,4,2,"run003"
"497","GGB","RRR",1,5,6,6,0,"run003"
"498","GGG","BBB",8,31,39,10,29,"run003"
"499","GGG","BGB",0,2,2,1,1,"run003"
"500","GGG","BGG",1,7,8,3,5,"run003"
"501","GGG","BRB",1,3,4,0,4,"run003"
"502","GGG","BRR",0,6,6,4,2,"run003"
"503","GGG","GGB",5,1,6,5,1,"run003"
"504","GGG","GGR",1,9,10,6,4,"run003"
"505","GGG","GRR",0,2,2,2,0,"run003"
"506","GGG","RBB",1,8,9,2,7,"run003"
"507","GGG","RBG",0,6,6,3,3,"run003"
"508","GGG","RBR",0,21,21,3,18,"run003"
"509","GGG","RGG",0,3,3,2,1,"run003"
"510","GGG","RGR",1,12,13,12,1,"run003"
"511","GGG","RRG",1,23,24,15,9,"run003"
"512","GGG","RRR",0,3,3,0,3,"run003"
"513","GGR","BBB",0,2,2,1,1,"run003"
"514","GGR","BBR",0,2,2,2,0,"run003"
"515","GGR","BGG",0,1,1,1,0,"run003"
"516","GGR","BRR",1,0,1,1,0,"run003"
"517","GGR","GRR",1,0,1,0,1,"run003"
"518","GGR","RBB",0,2,2,2,0,"run003"
"519","GRG","BBB",3,8,11,1,10,"run003"
"520","GRG","BBR",0,1,1,0,1,"run003"
"521","GRG","BGG",0,1,1,0,1,"run003"
"522","GRG","BRB",0,3,3,2,1,"run003"
"523","GRG","BRR",0,1,1,0,1,"run003"
"524","GRG","GBG",0,1,1,0,1,"run003"
"525","GRG","GGB",2,15,17,8,9,"run003"
"526","GRG","GGG",3,12,15,9,6,"run003"
"527","GRG","GGR",0,5,5,5,0,"run003"
"528","GRG","GRR",0,1,1,1,0,"run003"
"529","GRG","RBG",0,1,1,0,1,"run003"
"530","GRG","RBR",0,1,1,0,1,"run003"
"531","GRG","RGR",1,2,3,1,2,"run003"
"532","GRG","RRG",2,4,6,4,2,"run003"
"533","GRR","BBB",0,1,1,1,0,"run003"
"534","GRR","BBR",0,1,1,1,0,"run003"
"535","GRR","BGB",1,2,3,3,0,"run003"
