"","runID","actor","subject","crowd","displace","total.DC"
"52","run002","GBB","GRR",1,0,1
"53","run002","GBB","RBR",1,0,1
"54","run002","GBG","RGR",1,0,1
"55","run002","GGB","BBB",1,0,1
"56","run002","GGB","BRB",3,0,3
"57","run002","GGB","GGG",4,3,7
"58","run002","GGB","GRR",1,1,2
"59","run002","GGB","RGR",1,1,2
"60","run002","GGB","RRG",1,1,2
"61","run002","GGG","BBB",4,2,6
"62","run002","GGG","GGB",1,0,1
"63","run002","GGG","GRR",2,3,5
"64","run002","GGG","RBR",1,0,1
"65","run002","GGG","RGG",1,0,1
"66","run002","GRG","RBR",1,1,2
"67","run002","GRR","BRB",1,0,1
"68","run002","GRR","BRR",1,0,1
"69","run002","GRR","GGR",1,0,1
"70","run002","GRR","RGG",1,1,2
"71","run002","RBR","GGR",1,0,1
"72","run002","RBR","GRR",1,1,2
"73","run002","RGR","BGB",1,1,2
"74","run002","RGR","GRR",1,1,2
"75","run002","RRG","RGR",6,4,10
"76","run002","RRR","GGG",1,0,1
"77","run003","BBG","BBB",1,0,1
"78","run003","BBG","GBB",1,0,1
"79","run003","BBG","GBG",1,1,2
"80","run003","BBG","GGG",1,0,1
"81","run003","BBG","RRG",1,0,1
"82","run003","BGG","RBG",1,0,1
"83","run003","BRB","GGB",1,0,1
"84","run003","BRB","RBB",1,0,1
"85","run003","BRR","GBB",1,0,1
"86","run003","GBB","BBB",1,0,1
"87","run003","GBB","GBG",1,1,2
"88","run003","GBB","GGB",2,2,4
"89","run003","GBB","GGG",4,9,13
"90","run003","GBB","GRR",1,0,1
"91","run003","GBB","RBR",1,0,1
"92","run003","GBG","RGR",1,0,1
"93","run003","GGB","BBB",1,0,1
"94","run003","GGB","BRB",3,1,4
"95","run003","GGB","GGG",4,5,9
"96","run003","GGB","GRR",1,0,1
"97","run003","GGB","RGR",1,0,1
"98","run003","GGB","RRG",1,0,1
"99","run003","GGG","BBB",4,3,7
"100","run003","GGG","GGB",1,0,1
"101","run003","GGG","GRR",2,2,4
"102","run003","GGG","RBR",1,0,1
"103","run003","GGG","RGG",1,0,1
"104","run003","GRG","RBR",1,0,1
"105","run003","GRR","BRB",1,0,1
"106","run003","GRR","BRR",1,0,1
"107","run003","GRR","GGR",1,0,1
"108","run003","GRR","RGG",1,0,1
"109","run003","RBR","GGR",1,1,2
"110","run003","RBR","GRR",1,1,2
"111","run003","RGR","BGB",1,2,3
"112","run003","RGR","GRR",1,1,2
"113","run003","RRG","RGR",6,3,9
"114","run003","RRR","GGG",1,2,3
"115","run004","BBG","BBB",1,0,1
"116","run004","BBG","GBB",1,0,1
"117","run004","BBG","GBG",1,1,2
"118","run004","BBG","GGG",1,3,4
"119","run004","BBG","RRG",1,0,1
"120","run004","BGG","RBG",1,0,1
"121","run004","BRB","GGB",1,0,1
"122","run004","BRB","RBB",1,0,1
"123","run004","BRR","GBB",1,0,1
"124","run004","GBB","BBB",1,0,1
"125","run004","GBB","GBG",1,0,1
"126","run004","GBB","GGB",2,2,4
"127","run004","GBB","GGG",4,8,12
"128","run004","GBB","GRR",1,1,2
"129","run004","GBB","RBR",1,0,1
"130","run004","GBG","RGR",1,0,1
"131","run004","GGB","BBB",1,0,1
"132","run004","GGB","BRB",3,1,4
"133","run004","GGB","GGG",4,2,6
"134","run004","GGB","GRR",1,0,1
"135","run004","GGB","RGR",1,0,1
"136","run004","GGB","RRG",1,0,1
"137","run004","GGG","BBB",4,2,6
"138","run004","GGG","GGB",1,2,3
"139","run004","GGG","GRR",2,0,2
"140","run004","GGG","RBR",1,0,1
"141","run004","GGG","RGG",1,0,1
"142","run004","GRG","RBR",1,2,3
"143","run004","GRR","BRB",1,1,2
"144","run004","GRR","BRR",1,1,2
"145","run004","GRR","GGR",1,1,2
"146","run004","GRR","RGG",1,0,1
"147","run004","RBR","GGR",1,0,1
"148","run004","RBR","GRR",1,0,1
"149","run004","RGR","BGB",1,1,2
"150","run004","RGR","GRR",1,0,1
"151","run004","RRG","RGR",6,4,10
"152","run004","RRR","GGG",1,1,2
"153","run005","BBG","BBB",1,0,1
"154","run005","BBG","GBB",1,0,1
"155","run005","BBG","GBG",1,0,1
"156","run005","BBG","GGG",1,1,2
"157","run005","BBG","RRG",1,0,1
"158","run005","BGG","RBG",1,0,1
"159","run005","BRB","GGB",1,0,1
"160","run005","BRB","RBB",1,0,1
"161","run005","BRR","GBB",1,0,1
"162","run005","GBB","BBB",1,2,3
"163","run005","GBB","GBG",1,0,1
"164","run005","GBB","GGB",2,9,11
"165","run005","GBB","GGG",4,9,13
"166","run005","GBB","GRR",1,2,3
"167","run005","GBB","RBR",1,0,1
"168","run005","GBG","RGR",1,0,1
"169","run005","GGB","BBB",1,3,4
"170","run005","GGB","BRB",3,0,3
"171","run005","GGB","GGG",4,2,6
"172","run005","GGB","GRR",1,0,1
"173","run005","GGB","RGR",1,0,1
"174","run005","GGB","RRG",1,0,1
"175","run005","GGG","BBB",4,0,4
"176","run005","GGG","GGB",1,0,1
"177","run005","GGG","GRR",2,2,4
"178","run005","GGG","RBR",1,1,2
"179","run005","GGG","RGG",1,0,1
"180","run005","GRG","RBR",1,0,1
"181","run005","GRR","BRB",1,1,2
"182","run005","GRR","BRR",1,0,1
"183","run005","GRR","GGR",1,0,1
"184","run005","GRR","RGG",1,1,2
"185","run005","RBR","GGR",1,0,1
"186","run005","RBR","GRR",1,0,1
"187","run005","RGR","BGB",1,1,2
"188","run005","RGR","GRR",1,0,1
"189","run005","RRG","RGR",6,5,11
"190","run005","RRR","GGG",1,2,3
"191","run006","BBG","BBB",1,0,1
"192","run006","BBG","GBB",1,0,1
"193","run006","BBG","GBG",1,2,3
"194","run006","BBG","GGG",1,1,2
"195","run006","BBG","RRG",1,0,1
"196","run006","BGG","RBG",1,0,1
"197","run006","BRB","GGB",1,0,1
"198","run006","BRB","RBB",1,0,1
"199","run006","BRR","GBB",1,0,1
"200","run006","GBB","BBB",1,2,3
"201","run006","GBB","GBG",1,0,1
"202","run006","GBB","GGB",2,3,5
"203","run006","GBB","GGG",4,2,6
"204","run006","GBB","GRR",1,2,3
"205","run006","GBB","RBR",1,0,1
"206","run006","GBG","RGR",1,0,1
"207","run006","GGB","BBB",1,1,2
"208","run006","GGB","BRB",3,1,4
"209","run006","GGB","GGG",4,2,6
"210","run006","GGB","GRR",1,0,1
"211","run006","GGB","RGR",1,0,1
"212","run006","GGB","RRG",1,0,1
"213","run006","GGG","BBB",4,2,6
"214","run006","GGG","GGB",1,0,1
"215","run006","GGG","GRR",2,0,2
"216","run006","GGG","RBR",1,2,3
"217","run006","GGG","RGG",1,2,3
"218","run006","GRG","RBR",1,0,1
"219","run006","GRR","BRB",1,0,1
"220","run006","GRR","BRR",1,0,1
"221","run006","GRR","GGR",1,3,4
"222","run006","GRR","RGG",1,0,1
"223","run006","RBR","GGR",1,0,1
"224","run006","RBR","GRR",1,1,2
"225","run006","RGR","BGB",1,1,2
"226","run006","RGR","GRR",1,0,1
"227","run006","RRG","RGR",6,5,11
"228","run006","RRR","GGG",1,0,1
"229","run007","BBG","BBB",1,0,1
"230","run007","BBG","GBB",1,0,1
"231","run007","BBG","GBG",1,1,2
"232","run007","BBG","GGG",1,2,3
"233","run007","BBG","RRG",1,0,1
"234","run007","BGG","RBG",1,0,1
"235","run007","BRB","GGB",1,0,1
"236","run007","BRB","RBB",1,0,1
"237","run007","BRR","GBB",1,0,1
"238","run007","GBB","BBB",1,0,1
"239","run007","GBB","GBG",1,0,1
"240","run007","GBB","GGB",2,5,7
"241","run007","GBB","GGG",4,9,13
"242","run007","GBB","GRR",1,0,1
"243","run007","GBB","RBR",1,0,1
"244","run007","GBG","RGR",1,0,1
"245","run007","GGB","BBB",1,0,1
"246","run007","GGB","BRB",3,1,4
"247","run007","GGB","GGG",4,4,8
"248","run007","GGB","GRR",1,0,1
"249","run007","GGB","RGR",1,0,1
"250","run007","GGB","RRG",1,1,2
"251","run007","GGG","BBB",4,1,5
"252","run007","GGG","GGB",1,0,1
"253","run007","GGG","GRR",2,1,3
"254","run007","GGG","RBR",1,1,2
"255","run007","GGG","RGG",1,1,2
"256","run007","GRG","RBR",1,0,1
"257","run007","GRR","BRB",1,0,1
"258","run007","GRR","BRR",1,0,1
"259","run007","GRR","GGR",1,0,1
"260","run007","GRR","RGG",1,0,1
"261","run007","RBR","GGR",1,0,1
"262","run007","RBR","GRR",1,1,2
"263","run007","RGR","BGB",1,1,2
"264","run007","RGR","GRR",1,0,1
"265","run007","RRG","RGR",6,3,9
"266","run007","RRR","GGG",1,0,1
"267","run008","BBG","BBB",1,0,1
"268","run008","BBG","GBB",1,0,1
"269","run008","BBG","GBG",1,0,1
"270","run008","BBG","GGG",1,2,3
"271","run008","BBG","RRG",1,0,1
"272","run008","BGG","RBG",1,0,1
"273","run008","BRB","GGB",1,0,1
"274","run008","BRB","RBB",1,0,1
"275","run008","BRR","GBB",1,0,1
"276","run008","GBB","BBB",1,1,2
"277","run008","GBB","GBG",1,0,1
"278","run008","GBB","GGB",2,4,6
"279","run008","GBB","GGG",4,6,10
"280","run008","GBB","GRR",1,0,1
"281","run008","GBB","RBR",1,0,1
"282","run008","GBG","RGR",1,0,1
"283","run008","GGB","BBB",1,0,1
"284","run008","GGB","BRB",3,0,3
"285","run008","GGB","GGG",4,1,5
"286","run008","GGB","GRR",1,0,1
"287","run008","GGB","RGR",1,1,2
"288","run008","GGB","RRG",1,2,3
"289","run008","GGG","BBB",4,0,4
"290","run008","GGG","GGB",1,1,2
"291","run008","GGG","GRR",2,1,3
"292","run008","GGG","RBR",1,1,2
"293","run008","GGG","RGG",1,2,3
"294","run008","GRG","RBR",1,1,2
"295","run008","GRR","BRB",1,2,3
"296","run008","GRR","BRR",1,0,1
"297","run008","GRR","GGR",1,2,3
"298","run008","GRR","RGG",1,1,2
"299","run008","RBR","GGR",1,0,1
"300","run008","RBR","GRR",1,1,2
"301","run008","RGR","BGB",1,0,1
"302","run008","RGR","GRR",1,1,2
"303","run008","RRG","RGR",6,3,9
"304","run008","RRR","GGG",1,0,1
"305","run009","BBG","BBB",1,2,3
"306","run009","BBG","GBB",1,0,1
"307","run009","BBG","GBG",1,0,1
"308","run009","BBG","GGG",1,3,4
"309","run009","BBG","RRG",1,0,1
"310","run009","BGG","RBG",1,0,1
"311","run009","BRB","GGB",1,0,1
"312","run009","BRB","RBB",1,0,1
"313","run009","BRR","GBB",1,0,1
"314","run009","GBB","BBB",1,0,1
"315","run009","GBB","GBG",1,1,2
"316","run009","GBB","GGB",2,3,5
"317","run009","GBB","GGG",4,6,10
"318","run009","GBB","GRR",1,0,1
"319","run009","GBB","RBR",1,0,1
"320","run009","GBG","RGR",1,0,1
"321","run009","GGB","BBB",1,0,1
"322","run009","GGB","BRB",3,0,3
"323","run009","GGB","GGG",4,6,10
"324","run009","GGB","GRR",1,1,2
"325","run009","GGB","RGR",1,1,2
"326","run009","GGB","RRG",1,1,2
"327","run009","GGG","BBB",4,0,4
"328","run009","GGG","GGB",1,0,1
"329","run009","GGG","GRR",2,0,2
"330","run009","GGG","RBR",1,0,1
"331","run009","GGG","RGG",1,1,2
"332","run009","GRG","RBR",1,0,1
"333","run009","GRR","BRB",1,0,1
"334","run009","GRR","BRR",1,0,1
"335","run009","GRR","GGR",1,1,2
"336","run009","GRR","RGG",1,0,1
"337","run009","RBR","GGR",1,1,2
"338","run009","RBR","GRR",1,2,3
"339","run009","RGR","BGB",1,0,1
"340","run009","RGR","GRR",1,1,2
"341","run009","RRG","RGR",6,1,7
"342","run009","RRR","GGG",1,0,1
"343","run010","BBG","BBB",1,1,2
"344","run010","BBG","GBB",1,0,1
"345","run010","BBG","GBG",1,1,2
"346","run010","BBG","GGG",1,2,3
"347","run010","BBG","RRG",1,1,2
"348","run010","BGG","RBG",1,0,1
"349","run010","BRB","GGB",1,0,1
"350","run010","BRB","RBB",1,0,1
"351","run010","BRR","GBB",1,0,1
"352","run010","GBB","BBB",1,0,1
"353","run010","GBB","GBG",1,0,1
"354","run010","GBB","GGB",2,4,6
"355","run010","GBB","GGG",4,2,6
"356","run010","GBB","GRR",1,1,2
"357","run010","GBB","RBR",1,0,1
"358","run010","GBG","RGR",1,0,1
"359","run010","GGB","BBB",1,2,3
"360","run010","GGB","BRB",3,0,3
"361","run010","GGB","GGG",4,1,5
"362","run010","GGB","GRR",1,0,1
"363","run010","GGB","RGR",1,1,2
"364","run010","GGB","RRG",1,0,1
"365","run010","GGG","BBB",4,1,5
"366","run010","GGG","GGB",1,0,1
"367","run010","GGG","GRR",2,1,3
"368","run010","GGG","RBR",1,0,1
"369","run010","GGG","RGG",1,1,2
"370","run010","GRG","RBR",1,0,1
"371","run010","GRR","BRB",1,2,3
"372","run010","GRR","BRR",1,0,1
"373","run010","GRR","GGR",1,1,2
"374","run010","GRR","RGG",1,0,1
"375","run010","RBR","GGR",1,0,1
"376","run010","RBR","GRR",1,5,6
"377","run010","RGR","BGB",1,1,2
"378","run010","RGR","GRR",1,0,1
"379","run010","RRG","RGR",6,2,8
"380","run010","RRR","GGG",1,1,2
"381","run011","BBG","BBB",1,1,2
"382","run011","BBG","GBB",1,0,1
"383","run011","BBG","GBG",1,1,2
"384","run011","BBG","GGG",1,2,3
"385","run011","BBG","RRG",1,0,1
"386","run011","BGG","RBG",1,0,1
"387","run011","BRB","GGB",1,0,1
"388","run011","BRB","RBB",1,0,1
"389","run011","BRR","GBB",1,0,1
"390","run011","GBB","BBB",1,0,1
"391","run011","GBB","GBG",1,0,1
"392","run011","GBB","GGB",2,3,5
"393","run011","GBB","GGG",4,6,10
"394","run011","GBB","GRR",1,0,1
"395","run011","GBB","RBR",1,0,1
"396","run011","GBG","RGR",1,0,1
"397","run011","GGB","BBB",1,1,2
"398","run011","GGB","BRB",3,1,4
"399","run011","GGB","GGG",4,5,9
"400","run011","GGB","GRR",1,0,1
"401","run011","GGB","RGR",1,0,1
"402","run011","GGB","RRG",1,0,1
"403","run011","GGG","BBB",4,1,5
"404","run011","GGG","GGB",1,0,1
"405","run011","GGG","GRR",2,1,3
"406","run011","GGG","RBR",1,0,1
"407","run011","GGG","RGG",1,0,1
"408","run011","GRG","RBR",1,1,2
"409","run011","GRR","BRB",1,1,2
"410","run011","GRR","BRR",1,0,1
"411","run011","GRR","GGR",1,2,3
"412","run011","GRR","RGG",1,0,1
"413","run011","RBR","GGR",1,0,1
"414","run011","RBR","GRR",1,0,1
"415","run011","RGR","BGB",1,1,2
"416","run011","RGR","GRR",1,1,2
"417","run011","RRG","RGR",6,4,10
"418","run011","RRR","GGG",1,0,1
"419","run012","BBG","BBB",1,0,1
"420","run012","BBG","GBB",1,0,1
"421","run012","BBG","GBG",1,2,3
"422","run012","BBG","GGG",1,3,4
"423","run012","BBG","RRG",1,0,1
"424","run012","BGG","RBG",1,0,1
"425","run012","BRB","GGB",1,0,1
"426","run012","BRB","RBB",1,0,1
"427","run012","BRR","GBB",1,0,1
"428","run012","GBB","BBB",1,3,4
"429","run012","GBB","GBG",1,1,2
"430","run012","GBB","GGB",2,5,7
"431","run012","GBB","GGG",4,7,11
"432","run012","GBB","GRR",1,0,1
"433","run012","GBB","RBR",1,0,1
"434","run012","GBG","RGR",1,0,1
"435","run012","GGB","BBB",1,0,1
"436","run012","GGB","BRB",3,0,3
"437","run012","GGB","GGG",4,5,9
"438","run012","GGB","GRR",1,0,1
"439","run012","GGB","RGR",1,0,1
"440","run012","GGB","RRG",1,0,1
"441","run012","GGG","BBB",4,3,7
"442","run012","GGG","GGB",1,0,1
"443","run012","GGG","GRR",2,3,5
"444","run012","GGG","RBR",1,0,1
"445","run012","GGG","RGG",1,1,2
"446","run012","GRG","RBR",1,0,1
"447","run012","GRR","BRB",1,1,2
"448","run012","GRR","BRR",1,1,2
"449","run012","GRR","GGR",1,0,1
"450","run012","GRR","RGG",1,0,1
"451","run012","RBR","GGR",1,0,1
"452","run012","RBR","GRR",1,2,3
"453","run012","RGR","BGB",1,0,1
"454","run012","RGR","GRR",1,0,1
"455","run012","RRG","RGR",6,0,6
"456","run012","RRR","GGG",1,2,3
"457","run013","BBG","BBB",1,0,1
"458","run013","BBG","GBB",1,0,1
"459","run013","BBG","GBG",1,1,2
"460","run013","BBG","GGG",1,2,3
"461","run013","BBG","RRG",1,0,1
"462","run013","BGG","RBG",1,0,1
"463","run013","BRB","GGB",1,0,1
"464","run013","BRB","RBB",1,0,1
"465","run013","BRR","GBB",1,0,1
"466","run013","GBB","BBB",1,2,3
"467","run013","GBB","GBG",1,0,1
"468","run013","GBB","GGB",2,7,9
"469","run013","GBB","GGG",4,3,7
"470","run013","GBB","GRR",1,0,1
"471","run013","GBB","RBR",1,0,1
"472","run013","GBG","RGR",1,0,1
"473","run013","GGB","BBB",1,1,2
"474","run013","GGB","BRB",3,0,3
"475","run013","GGB","GGG",4,4,8
"476","run013","GGB","GRR",1,0,1
"477","run013","GGB","RGR",1,0,1
"478","run013","GGB","RRG",1,1,2
"479","run013","GGG","BBB",4,3,7
"480","run013","GGG","GGB",1,0,1
"481","run013","GGG","GRR",2,0,2
"482","run013","GGG","RBR",1,0,1
"483","run013","GGG","RGG",1,0,1
"484","run013","GRG","RBR",1,0,1
"485","run013","GRR","BRB",1,1,2
"486","run013","GRR","BRR",1,0,1
"487","run013","GRR","GGR",1,2,3
"488","run013","GRR","RGG",1,0,1
"489","run013","RBR","GGR",1,0,1
"490","run013","RBR","GRR",1,2,3
"491","run013","RGR","BGB",1,2,3
"492","run013","RGR","GRR",1,1,2
"493","run013","RRG","RGR",6,4,10
"494","run013","RRR","GGG",1,0,1
"495","run014","BBG","BBB",1,4,5
"496","run014","BBG","GBB",1,0,1
"497","run014","BBG","GBG",1,0,1
"498","run014","BBG","GGG",1,2,3
"499","run014","BBG","RRG",1,0,1
"500","run014","BGG","RBG",1,0,1
"501","run014","BRB","GGB",1,0,1
"502","run014","BRB","RBB",1,0,1
"503","run014","BRR","GBB",1,0,1
"504","run014","GBB","BBB",1,2,3
"505","run014","GBB","GBG",1,0,1
"506","run014","GBB","GGB",2,4,6
"507","run014","GBB","GGG",4,8,12
"508","run014","GBB","GRR",1,1,2
"509","run014","GBB","RBR",1,0,1
"510","run014","GBG","RGR",1,0,1
"511","run014","GGB","BBB",1,0,1
"512","run014","GGB","BRB",3,0,3
"513","run014","GGB","GGG",4,4,8
"514","run014","GGB","GRR",1,1,2
"515","run014","GGB","RGR",1,0,1
"516","run014","GGB","RRG",1,0,1
"517","run014","GGG","BBB",4,5,9
"518","run014","GGG","GGB",1,0,1
"519","run014","GGG","GRR",2,1,3
"520","run014","GGG","RBR",1,1,2
"521","run014","GGG","RGG",1,1,2
"522","run014","GRG","RBR",1,0,1
"523","run014","GRR","BRB",1,0,1
"524","run014","GRR","BRR",1,0,1
"525","run014","GRR","GGR",1,0,1
"526","run014","GRR","RGG",1,0,1
"527","run014","RBR","GGR",1,1,2
"528","run014","RBR","GRR",1,0,1
"529","run014","RGR","BGB",1,0,1
"530","run014","RGR","GRR",1,0,1
"531","run014","RRG","RGR",6,2,8
"532","run014","RRR","GGG",1,0,1
"533","run015","BBG","BBB",1,1,2
"534","run015","BBG","GBB",1,0,1
"535","run015","BBG","GBG",1,0,1
"536","run015","BBG","GGG",1,0,1
"537","run015","BBG","RRG",1,0,1
"538","run015","BGG","RBG",1,0,1
"539","run015","BRB","GGB",1,0,1
"540","run015","BRB","RBB",1,0,1
"541","run015","BRR","GBB",1,0,1
"542","run015","GBB","BBB",1,1,2
"543","run015","GBB","GBG",1,1,2
"544","run015","GBB","GGB",2,3,5
"545","run015","GBB","GGG",4,11,15
"546","run015","GBB","GRR",1,1,2
"547","run015","GBB","RBR",1,0,1
"548","run015","GBG","RGR",1,0,1
"549","run015","GGB","BBB",1,0,1
"550","run015","GGB","BRB",3,0,3
"551","run015","GGB","GGG",4,4,8
"552","run015","GGB","GRR",1,0,1
"553","run015","GGB","RGR",1,0,1
"554","run015","GGB","RRG",1,0,1
"555","run015","GGG","BBB",4,1,5
"556","run015","GGG","GGB",1,0,1
"557","run015","GGG","GRR",2,0,2
"558","run015","GGG","RBR",1,0,1
"559","run015","GGG","RGG",1,0,1
"560","run015","GRG","RBR",1,0,1
"561","run015","GRR","BRB",1,1,2
"562","run015","GRR","BRR",1,0,1
"563","run015","GRR","GGR",1,1,2
"564","run015","GRR","RGG",1,0,1
"565","run015","RBR","GGR",1,0,1
"566","run015","RBR","GRR",1,0,1
"567","run015","RGR","BGB",1,0,1
"568","run015","RGR","GRR",1,0,1
"569","run015","RRG","RGR",6,3,9
"570","run015","RRR","GGG",1,0,1
"571","run016","BBG","BBB",1,1,2
"572","run016","BBG","GBB",1,1,2
"573","run016","BBG","GBG",1,0,1
"574","run016","BBG","GGG",1,1,2
"575","run016","BBG","RRG",1,0,1
"576","run016","BGG","RBG",1,0,1
"577","run016","BRB","GGB",1,0,1
"578","run016","BRB","RBB",1,0,1
"579","run016","BRR","GBB",1,0,1
"580","run016","GBB","BBB",1,1,2
"581","run016","GBB","GBG",1,0,1
"582","run016","GBB","GGB",2,4,6
"583","run016","GBB","GGG",4,8,12
"584","run016","GBB","GRR",1,2,3
"585","run016","GBB","RBR",1,0,1
"586","run016","GBG","RGR",1,0,1
"587","run016","GGB","BBB",1,0,1
"588","run016","GGB","BRB",3,1,4
"589","run016","GGB","GGG",4,1,5
"590","run016","GGB","GRR",1,0,1
"591","run016","GGB","RGR",1,0,1
"592","run016","GGB","RRG",1,1,2
"593","run016","GGG","BBB",4,0,4
"594","run016","GGG","GGB",1,0,1
"595","run016","GGG","GRR",2,1,3
"596","run016","GGG","RBR",1,0,1
"597","run016","GGG","RGG",1,0,1
"598","run016","GRG","RBR",1,0,1
"599","run016","GRR","BRB",1,1,2
"600","run016","GRR","BRR",1,1,2
"601","run016","GRR","GGR",1,0,1
"602","run016","GRR","RGG",1,1,2
"603","run016","RBR","GGR",1,0,1
"604","run016","RBR","GRR",1,3,4
"605","run016","RGR","BGB",1,2,3
"606","run016","RGR","GRR",1,0,1
"607","run016","RRG","RGR",6,2,8
"608","run016","RRR","GGG",1,0,1
"609","run017","BBG","BBB",1,1,2
"610","run017","BBG","GBB",1,0,1
"611","run017","BBG","GBG",1,1,2
"612","run017","BBG","GGG",1,2,3
"613","run017","BBG","RRG",1,0,1
"614","run017","BGG","RBG",1,0,1
"615","run017","BRB","GGB",1,0,1
"616","run017","BRB","RBB",1,0,1
"617","run017","BRR","GBB",1,0,1
"618","run017","GBB","BBB",1,1,2
"619","run017","GBB","GBG",1,0,1
"620","run017","GBB","GGB",2,3,5
"621","run017","GBB","GGG",4,10,14
"622","run017","GBB","GRR",1,0,1
"623","run017","GBB","RBR",1,0,1
"624","run017","GBG","RGR",1,0,1
"625","run017","GGB","BBB",1,0,1
"626","run017","GGB","BRB",3,0,3
"627","run017","GGB","GGG",4,3,7
"628","run017","GGB","GRR",1,0,1
"629","run017","GGB","RGR",1,0,1
"630","run017","GGB","RRG",1,1,2
"631","run017","GGG","BBB",4,1,5
"632","run017","GGG","GGB",1,1,2
"633","run017","GGG","GRR",2,3,5
"634","run017","GGG","RBR",1,0,1
"635","run017","GGG","RGG",1,0,1
"636","run017","GRG","RBR",1,0,1
"637","run017","GRR","BRB",1,1,2
"638","run017","GRR","BRR",1,0,1
"639","run017","GRR","GGR",1,0,1
"640","run017","GRR","RGG",1,0,1
"641","run017","RBR","GGR",1,0,1
"642","run017","RBR","GRR",1,0,1
"643","run017","RGR","BGB",1,1,2
"644","run017","RGR","GRR",1,1,2
"645","run017","RRG","RGR",6,3,9
"646","run017","RRR","GGG",1,1,2
"647","run018","BBG","BBB",1,1,2
"648","run018","BBG","GBB",1,0,1
"649","run018","BBG","GBG",1,1,2
"650","run018","BBG","GGG",1,1,2
"651","run018","BBG","RRG",1,1,2
"652","run018","BGG","RBG",1,0,1
"653","run018","BRB","GGB",1,0,1
"654","run018","BRB","RBB",1,0,1
"655","run018","BRR","GBB",1,0,1
"656","run018","GBB","BBB",1,3,4
"657","run018","GBB","GBG",1,0,1
"658","run018","GBB","GGB",2,5,7
"659","run018","GBB","GGG",4,7,11
"660","run018","GBB","GRR",1,0,1
"661","run018","GBB","RBR",1,0,1
"662","run018","GBG","RGR",1,0,1
"663","run018","GGB","BBB",1,1,2
"664","run018","GGB","BRB",3,0,3
"665","run018","GGB","GGG",4,0,4
"666","run018","GGB","GRR",1,0,1
"667","run018","GGB","RGR",1,0,1
"668","run018","GGB","RRG",1,0,1
"669","run018","GGG","BBB",4,3,7
"670","run018","GGG","GGB",1,1,2
"671","run018","GGG","GRR",2,0,2
"672","run018","GGG","RBR",1,1,2
"673","run018","GGG","RGG",1,0,1
"674","run018","GRG","RBR",1,0,1
"675","run018","GRR","BRB",1,1,2
"676","run018","GRR","BRR",1,0,1
"677","run018","GRR","GGR",1,0,1
"678","run018","GRR","RGG",1,1,2
"679","run018","RBR","GGR",1,1,2
"680","run018","RBR","GRR",1,1,2
"681","run018","RGR","BGB",1,1,2
"682","run018","RGR","GRR",1,1,2
"683","run018","RRG","RGR",6,4,10
"684","run018","RRR","GGG",1,1,2
"685","run019","BBG","BBB",1,0,1
"686","run019","BBG","GBB",1,1,2
"687","run019","BBG","GBG",1,1,2
"688","run019","BBG","GGG",1,2,3
"689","run019","BBG","RRG",1,0,1
"690","run019","BGG","RBG",1,0,1
"691","run019","BRB","GGB",1,0,1
"692","run019","BRB","RBB",1,0,1
"693","run019","BRR","GBB",1,0,1
"694","run019","GBB","BBB",1,1,2
"695","run019","GBB","GBG",1,0,1
"696","run019","GBB","GGB",2,5,7
"697","run019","GBB","GGG",4,9,13
