"","actor","subject","observed.crowd","observed.displace","observed.totalCD","random.displace","random.crowd","runID"
"61","BBG","GGB",0,2,2,1,1,"run002"
"62","BBG","GGG",1,1,2,0,2,"run002"
"63","BBG","RRG",1,0,1,0,1,"run002"
"64","BGG","RBG",1,0,1,0,1,"run002"
"65","BRB","BBB",0,1,1,1,0,"run002"
"66","BRB","GGB",1,0,1,0,1,"run002"
"67","BRB","RBB",1,0,1,0,1,"run002"
"68","BRR","GBB",1,0,1,1,0,"run002"
"69","GBB","BBB",1,0,1,0,1,"run002"
"70","GBB","GBG",1,0,1,0,1,"run002"
"71","GBB","GGB",2,1,3,2,1,"run002"
"72","GBB","GGG",4,8,12,5,7,"run002"
"73","GBB","GRR",1,0,1,1,0,"run002"
"74","GBB","RBB",0,1,1,1,0,"run002"
"75","GBB","RBR",1,0,1,1,0,"run002"
"76","GBB","RGG",0,2,2,2,0,"run002"
"77","GBG","RGR",1,0,1,0,1,"run002"
"78","GGB","BBB",1,0,1,0,1,"run002"
"79","GGB","BRB",3,1,4,0,4,"run002"
"80","GGB","BRR",0,1,1,1,0,"run002"
"81","GGB","GGG",4,1,5,0,5,"run002"
"82","GGB","GRR",1,1,2,2,0,"run002"
"83","GGB","RBG",0,1,1,1,0,"run002"
"84","GGB","RGR",1,0,1,0,1,"run002"
"85","GGB","RRG",1,0,1,1,0,"run002"
"86","GGG","BBB",4,0,4,4,0,"run002"
"87","GGG","BRB",0,1,1,1,0,"run002"
"88","GGG","BRR",0,1,1,1,0,"run002"
"89","GGG","GGB",1,0,1,1,0,"run002"
"90","GGG","GGR",0,1,1,0,1,"run002"
"91","GGG","GRG",0,1,1,0,1,"run002"
"92","GGG","GRR",2,2,4,4,0,"run002"
"93","GGG","RBB",0,1,1,0,1,"run002"
"94","GGG","RBR",1,0,1,1,0,"run002"
"95","GGG","RGG",1,1,2,1,1,"run002"
"96","GRG","BRB",0,1,1,1,0,"run002"
"97","GRG","GGB",0,2,2,2,0,"run002"
"98","GRG","GGG",0,4,4,1,3,"run002"
"99","GRG","RBR",1,1,2,2,0,"run002"
"100","GRR","BRB",1,0,1,1,0,"run002"
"101","GRR","BRR",1,1,2,2,0,"run002"
"102","GRR","GGR",1,1,2,0,2,"run002"
"103","GRR","RGG",1,0,1,0,1,"run002"
"104","RBR","GGR",1,0,1,1,0,"run002"
"105","RBR","GRR",1,0,1,0,1,"run002"
"106","RBR","RGG",0,1,1,0,1,"run002"
"107","RGR","BBB",0,2,2,2,0,"run002"
"108","RGR","BGB",1,0,1,0,1,"run002"
"109","RGR","GGR",0,1,1,1,0,"run002"
"110","RGR","GRR",1,1,2,0,2,"run002"
"111","RRG","RBR",0,1,1,1,0,"run002"
"112","RRG","RGR",6,5,11,4,7,"run002"
"113","RRR","GGG",1,1,2,1,1,"run002"
"114","RRR","GGR",0,2,2,0,2,"run002"
"115","BBG","BBB",1,2,3,0,3,"run003"
"116","BBG","GBB",1,0,1,1,0,"run003"
"117","BBG","GBG",1,1,2,2,0,"run003"
"118","BBG","GGB",0,2,2,1,1,"run003"
"119","BBG","GGG",1,1,2,2,0,"run003"
"120","BBG","RRG",1,0,1,0,1,"run003"
"121","BGG","RBG",1,0,1,1,0,"run003"
"122","BRB","BBB",0,1,1,1,0,"run003"
"123","BRB","GGB",1,0,1,1,0,"run003"
"124","BRB","RBB",1,0,1,0,1,"run003"
"125","BRR","GBB",1,0,1,1,0,"run003"
"126","GBB","BBB",1,0,1,1,0,"run003"
"127","GBB","GBG",1,0,1,1,0,"run003"
"128","GBB","GGB",2,1,3,3,0,"run003"
"129","GBB","GGG",4,8,12,4,8,"run003"
"130","GBB","GRR",1,0,1,1,0,"run003"
"131","GBB","RBB",0,1,1,0,1,"run003"
"132","GBB","RBR",1,0,1,1,0,"run003"
"133","GBB","RGG",0,2,2,0,2,"run003"
"134","GBG","RGR",1,0,1,0,1,"run003"
"135","GGB","BBB",1,0,1,1,0,"run003"
"136","GGB","BRB",3,1,4,4,0,"run003"
"137","GGB","BRR",0,1,1,0,1,"run003"
"138","GGB","GGG",4,1,5,0,5,"run003"
"139","GGB","GRR",1,1,2,1,1,"run003"
"140","GGB","RBG",0,1,1,1,0,"run003"
"141","GGB","RGR",1,0,1,1,0,"run003"
"142","GGB","RRG",1,0,1,0,1,"run003"
"143","GGG","BBB",4,0,4,3,1,"run003"
"144","GGG","BRB",0,1,1,1,0,"run003"
"145","GGG","BRR",0,1,1,1,0,"run003"
"146","GGG","GGB",1,0,1,1,0,"run003"
"147","GGG","GGR",0,1,1,0,1,"run003"
"148","GGG","GRG",0,1,1,1,0,"run003"
"149","GGG","GRR",2,2,4,1,3,"run003"
"150","GGG","RBB",0,1,1,0,1,"run003"
"151","GGG","RBR",1,0,1,0,1,"run003"
"152","GGG","RGG",1,1,2,2,0,"run003"
"153","GRG","BRB",0,1,1,0,1,"run003"
"154","GRG","GGB",0,2,2,1,1,"run003"
"155","GRG","GGG",0,4,4,4,0,"run003"
"156","GRG","RBR",1,1,2,2,0,"run003"
"157","GRR","BRB",1,0,1,1,0,"run003"
"158","GRR","BRR",1,1,2,1,1,"run003"
"159","GRR","GGR",1,1,2,0,2,"run003"
"160","GRR","RGG",1,0,1,0,1,"run003"
"161","RBR","GGR",1,0,1,1,0,"run003"
"162","RBR","GRR",1,0,1,1,0,"run003"
"163","RBR","RGG",0,1,1,0,1,"run003"
"164","RGR","BBB",0,2,2,1,1,"run003"
"165","RGR","BGB",1,0,1,0,1,"run003"
"166","RGR","GGR",0,1,1,1,0,"run003"
"167","RGR","GRR",1,1,2,2,0,"run003"
"168","RRG","RBR",0,1,1,1,0,"run003"
"169","RRG","RGR",6,5,11,0,11,"run003"
"170","RRR","GGG",1,1,2,0,2,"run003"
"171","RRR","GGR",0,2,2,0,2,"run003"
"172","BBG","BBB",1,2,3,3,0,"run004"
"173","BBG","GBB",1,0,1,0,1,"run004"
"174","BBG","GBG",1,1,2,2,0,"run004"
"175","BBG","GGB",0,2,2,2,0,"run004"
"176","BBG","GGG",1,1,2,2,0,"run004"
"177","BBG","RRG",1,0,1,1,0,"run004"
"178","BGG","RBG",1,0,1,0,1,"run004"
"179","BRB","BBB",0,1,1,1,0,"run004"
"180","BRB","GGB",1,0,1,0,1,"run004"
"181","BRB","RBB",1,0,1,1,0,"run004"
"182","BRR","GBB",1,0,1,0,1,"run004"
"183","GBB","BBB",1,0,1,1,0,"run004"
"184","GBB","GBG",1,0,1,1,0,"run004"
"185","GBB","GGB",2,1,3,1,2,"run004"
"186","GBB","GGG",4,8,12,5,7,"run004"
"187","GBB","GRR",1,0,1,1,0,"run004"
"188","GBB","RBB",0,1,1,1,0,"run004"
"189","GBB","RBR",1,0,1,0,1,"run004"
"190","GBB","RGG",0,2,2,2,0,"run004"
"191","GBG","RGR",1,0,1,0,1,"run004"
"192","GGB","BBB",1,0,1,0,1,"run004"
"193","GGB","BRB",3,1,4,2,2,"run004"
"194","GGB","BRR",0,1,1,0,1,"run004"
"195","GGB","GGG",4,1,5,4,1,"run004"
"196","GGB","GRR",1,1,2,0,2,"run004"
"197","GGB","RBG",0,1,1,1,0,"run004"
"198","GGB","RGR",1,0,1,1,0,"run004"
"199","GGB","RRG",1,0,1,0,1,"run004"
"200","GGG","BBB",4,0,4,3,1,"run004"
"201","GGG","BRB",0,1,1,0,1,"run004"
"202","GGG","BRR",0,1,1,0,1,"run004"
"203","GGG","GGB",1,0,1,0,1,"run004"
"204","GGG","GGR",0,1,1,1,0,"run004"
"205","GGG","GRG",0,1,1,0,1,"run004"
"206","GGG","GRR",2,2,4,0,4,"run004"
"207","GGG","RBB",0,1,1,1,0,"run004"
"208","GGG","RBR",1,0,1,0,1,"run004"
"209","GGG","RGG",1,1,2,2,0,"run004"
"210","GRG","BRB",0,1,1,1,0,"run004"
"211","GRG","GGB",0,2,2,1,1,"run004"
"212","GRG","GGG",0,4,4,4,0,"run004"
"213","GRG","RBR",1,1,2,0,2,"run004"
"214","GRR","BRB",1,0,1,1,0,"run004"
"215","GRR","BRR",1,1,2,1,1,"run004"
"216","GRR","GGR",1,1,2,2,0,"run004"
"217","GRR","RGG",1,0,1,1,0,"run004"
"218","RBR","GGR",1,0,1,0,1,"run004"
"219","RBR","GRR",1,0,1,1,0,"run004"
"220","RBR","RGG",0,1,1,1,0,"run004"
"221","RGR","BBB",0,2,2,1,1,"run004"
"222","RGR","BGB",1,0,1,1,0,"run004"
"223","RGR","GGR",0,1,1,1,0,"run004"
"224","RGR","GRR",1,1,2,0,2,"run004"
"225","RRG","RBR",0,1,1,0,1,"run004"
"226","RRG","RGR",6,5,11,4,7,"run004"
"227","RRR","GGG",1,1,2,0,2,"run004"
"228","RRR","GGR",0,2,2,1,1,"run004"
"229","BBG","BBB",1,2,3,1,2,"run005"
"230","BBG","GBB",1,0,1,0,1,"run005"
"231","BBG","GBG",1,1,2,0,2,"run005"
"232","BBG","GGB",0,2,2,2,0,"run005"
"233","BBG","GGG",1,1,2,2,0,"run005"
"234","BBG","RRG",1,0,1,0,1,"run005"
"235","BGG","RBG",1,0,1,0,1,"run005"
"236","BRB","BBB",0,1,1,0,1,"run005"
"237","BRB","GGB",1,0,1,1,0,"run005"
"238","BRB","RBB",1,0,1,0,1,"run005"
"239","BRR","GBB",1,0,1,0,1,"run005"
"240","GBB","BBB",1,0,1,0,1,"run005"
"241","GBB","GBG",1,0,1,0,1,"run005"
"242","GBB","GGB",2,1,3,1,2,"run005"
"243","GBB","GGG",4,8,12,9,3,"run005"
"244","GBB","GRR",1,0,1,0,1,"run005"
"245","GBB","RBB",0,1,1,0,1,"run005"
"246","GBB","RBR",1,0,1,1,0,"run005"
"247","GBB","RGG",0,2,2,1,1,"run005"
"248","GBG","RGR",1,0,1,0,1,"run005"
"249","GGB","BBB",1,0,1,1,0,"run005"
"250","GGB","BRB",3,1,4,2,2,"run005"
"251","GGB","BRR",0,1,1,0,1,"run005"
"252","GGB","GGG",4,1,5,5,0,"run005"
"253","GGB","GRR",1,1,2,2,0,"run005"
"254","GGB","RBG",0,1,1,1,0,"run005"
"255","GGB","RGR",1,0,1,0,1,"run005"
"256","GGB","RRG",1,0,1,1,0,"run005"
"257","GGG","BBB",4,0,4,1,3,"run005"
"258","GGG","BRB",0,1,1,0,1,"run005"
"259","GGG","BRR",0,1,1,0,1,"run005"
"260","GGG","GGB",1,0,1,1,0,"run005"
"261","GGG","GGR",0,1,1,1,0,"run005"
"262","GGG","GRG",0,1,1,1,0,"run005"
"263","GGG","GRR",2,2,4,3,1,"run005"
"264","GGG","RBB",0,1,1,0,1,"run005"
"265","GGG","RBR",1,0,1,0,1,"run005"
"266","GGG","RGG",1,1,2,2,0,"run005"
"267","GRG","BRB",0,1,1,0,1,"run005"
"268","GRG","GGB",0,2,2,1,1,"run005"
"269","GRG","GGG",0,4,4,1,3,"run005"
"270","GRG","RBR",1,1,2,0,2,"run005"
"271","GRR","BRB",1,0,1,1,0,"run005"
"272","GRR","BRR",1,1,2,1,1,"run005"
"273","GRR","GGR",1,1,2,0,2,"run005"
"274","GRR","RGG",1,0,1,0,1,"run005"
"275","RBR","GGR",1,0,1,1,0,"run005"
"276","RBR","GRR",1,0,1,1,0,"run005"
"277","RBR","RGG",0,1,1,0,1,"run005"
"278","RGR","BBB",0,2,2,2,0,"run005"
"279","RGR","BGB",1,0,1,0,1,"run005"
"280","RGR","GGR",0,1,1,1,0,"run005"
"281","RGR","GRR",1,1,2,0,2,"run005"
"282","RRG","RBR",0,1,1,0,1,"run005"
"283","RRG","RGR",6,5,11,2,9,"run005"
"284","RRR","GGG",1,1,2,2,0,"run005"
"285","RRR","GGR",0,2,2,1,1,"run005"
"286","BBG","BBB",1,2,3,0,3,"run006"
"287","BBG","GBB",1,0,1,1,0,"run006"
"288","BBG","GBG",1,1,2,0,2,"run006"
"289","BBG","GGB",0,2,2,1,1,"run006"
"290","BBG","GGG",1,1,2,2,0,"run006"
"291","BBG","RRG",1,0,1,0,1,"run006"
"292","BGG","RBG",1,0,1,1,0,"run006"
"293","BRB","BBB",0,1,1,1,0,"run006"
"294","BRB","GGB",1,0,1,1,0,"run006"
"295","BRB","RBB",1,0,1,1,0,"run006"
"296","BRR","GBB",1,0,1,1,0,"run006"
"297","GBB","BBB",1,0,1,0,1,"run006"
"298","GBB","GBG",1,0,1,0,1,"run006"
"299","GBB","GGB",2,1,3,0,3,"run006"
"300","GBB","GGG",4,8,12,7,5,"run006"
"301","GBB","GRR",1,0,1,0,1,"run006"
"302","GBB","RBB",0,1,1,1,0,"run006"
"303","GBB","RBR",1,0,1,0,1,"run006"
"304","GBB","RGG",0,2,2,0,2,"run006"
"305","GBG","RGR",1,0,1,1,0,"run006"
"306","GGB","BBB",1,0,1,0,1,"run006"
"307","GGB","BRB",3,1,4,1,3,"run006"
"308","GGB","BRR",0,1,1,0,1,"run006"
"309","GGB","GGG",4,1,5,1,4,"run006"
"310","GGB","GRR",1,1,2,2,0,"run006"
"311","GGB","RBG",0,1,1,0,1,"run006"
"312","GGB","RGR",1,0,1,0,1,"run006"
"313","GGB","RRG",1,0,1,1,0,"run006"
"314","GGG","BBB",4,0,4,3,1,"run006"
"315","GGG","BRB",0,1,1,1,0,"run006"
"316","GGG","BRR",0,1,1,0,1,"run006"
"317","GGG","GGB",1,0,1,1,0,"run006"
"318","GGG","GGR",0,1,1,1,0,"run006"
"319","GGG","GRG",0,1,1,0,1,"run006"
"320","GGG","GRR",2,2,4,2,2,"run006"
"321","GGG","RBB",0,1,1,0,1,"run006"
"322","GGG","RBR",1,0,1,0,1,"run006"
"323","GGG","RGG",1,1,2,1,1,"run006"
"324","GRG","BRB",0,1,1,0,1,"run006"
"325","GRG","GGB",0,2,2,2,0,"run006"
"326","GRG","GGG",0,4,4,4,0,"run006"
"327","GRG","RBR",1,1,2,2,0,"run006"
"328","GRR","BRB",1,0,1,1,0,"run006"
"329","GRR","BRR",1,1,2,2,0,"run006"
"330","GRR","GGR",1,1,2,1,1,"run006"
"331","GRR","RGG",1,0,1,1,0,"run006"
"332","RBR","GGR",1,0,1,0,1,"run006"
"333","RBR","GRR",1,0,1,0,1,"run006"
"334","RBR","RGG",0,1,1,1,0,"run006"
"335","RGR","BBB",0,2,2,1,1,"run006"
"336","RGR","BGB",1,0,1,0,1,"run006"
"337","RGR","GGR",0,1,1,1,0,"run006"
"338","RGR","GRR",1,1,2,1,1,"run006"
"339","RRG","RBR",0,1,1,1,0,"run006"
"340","RRG","RGR",6,5,11,11,0,"run006"
"341","RRR","GGG",1,1,2,0,2,"run006"
"342","RRR","GGR",0,2,2,2,0,"run006"
"343","BBG","BBB",1,2,3,1,2,"run007"
"344","BBG","GBB",1,0,1,0,1,"run007"
"345","BBG","GBG",1,1,2,2,0,"run007"
"346","BBG","GGB",0,2,2,2,0,"run007"
"347","BBG","GGG",1,1,2,1,1,"run007"
"348","BBG","RRG",1,0,1,0,1,"run007"
"349","BGG","RBG",1,0,1,1,0,"run007"
"350","BRB","BBB",0,1,1,1,0,"run007"
"351","BRB","GGB",1,0,1,1,0,"run007"
"352","BRB","RBB",1,0,1,1,0,"run007"
"353","BRR","GBB",1,0,1,0,1,"run007"
"354","GBB","BBB",1,0,1,1,0,"run007"
"355","GBB","GBG",1,0,1,1,0,"run007"
"356","GBB","GGB",2,1,3,1,2,"run007"
"357","GBB","GGG",4,8,12,7,5,"run007"
"358","GBB","GRR",1,0,1,0,1,"run007"
"359","GBB","RBB",0,1,1,1,0,"run007"
"360","GBB","RBR",1,0,1,1,0,"run007"
"361","GBB","RGG",0,2,2,2,0,"run007"
"362","GBG","RGR",1,0,1,1,0,"run007"
"363","GGB","BBB",1,0,1,1,0,"run007"
"364","GGB","BRB",3,1,4,1,3,"run007"
"365","GGB","BRR",0,1,1,0,1,"run007"
"366","GGB","GGG",4,1,5,5,0,"run007"
"367","GGB","GRR",1,1,2,1,1,"run007"
"368","GGB","RBG",0,1,1,0,1,"run007"
"369","GGB","RGR",1,0,1,0,1,"run007"
"370","GGB","RRG",1,0,1,1,0,"run007"
"371","GGG","BBB",4,0,4,2,2,"run007"
"372","GGG","BRB",0,1,1,1,0,"run007"
"373","GGG","BRR",0,1,1,1,0,"run007"
"374","GGG","GGB",1,0,1,0,1,"run007"
"375","GGG","GGR",0,1,1,1,0,"run007"
"376","GGG","GRG",0,1,1,1,0,"run007"
"377","GGG","GRR",2,2,4,2,2,"run007"
"378","GGG","RBB",0,1,1,1,0,"run007"
"379","GGG","RBR",1,0,1,1,0,"run007"
"380","GGG","RGG",1,1,2,0,2,"run007"
"381","GRG","BRB",0,1,1,0,1,"run007"
"382","GRG","GGB",0,2,2,1,1,"run007"
"383","GRG","GGG",0,4,4,3,1,"run007"
"384","GRG","RBR",1,1,2,0,2,"run007"
"385","GRR","BRB",1,0,1,0,1,"run007"
"386","GRR","BRR",1,1,2,0,2,"run007"
"387","GRR","GGR",1,1,2,0,2,"run007"
"388","GRR","RGG",1,0,1,1,0,"run007"
"389","RBR","GGR",1,0,1,0,1,"run007"
"390","RBR","GRR",1,0,1,0,1,"run007"
"391","RBR","RGG",0,1,1,1,0,"run007"
"392","RGR","BBB",0,2,2,0,2,"run007"
"393","RGR","BGB",1,0,1,0,1,"run007"
"394","RGR","GGR",0,1,1,0,1,"run007"
"395","RGR","GRR",1,1,2,2,0,"run007"
"396","RRG","RBR",0,1,1,1,0,"run007"
"397","RRG","RGR",6,5,11,11,0,"run007"
"398","RRR","GGG",1,1,2,0,2,"run007"
"399","RRR","GGR",0,2,2,1,1,"run007"
"400","BBG","BBB",1,2,3,3,0,"run008"
"401","BBG","GBB",1,0,1,1,0,"run008"
"402","BBG","GBG",1,1,2,2,0,"run008"
"403","BBG","GGB",0,2,2,1,1,"run008"
"404","BBG","GGG",1,1,2,2,0,"run008"
"405","BBG","RRG",1,0,1,1,0,"run008"
"406","BGG","RBG",1,0,1,0,1,"run008"
"407","BRB","BBB",0,1,1,1,0,"run008"
"408","BRB","GGB",1,0,1,0,1,"run008"
"409","BRB","RBB",1,0,1,1,0,"run008"
"410","BRR","GBB",1,0,1,0,1,"run008"
"411","GBB","BBB",1,0,1,0,1,"run008"
"412","GBB","GBG",1,0,1,1,0,"run008"
"413","GBB","GGB",2,1,3,2,1,"run008"
"414","GBB","GGG",4,8,12,2,10,"run008"
"415","GBB","GRR",1,0,1,1,0,"run008"
"416","GBB","RBB",0,1,1,1,0,"run008"
"417","GBB","RBR",1,0,1,1,0,"run008"
"418","GBB","RGG",0,2,2,2,0,"run008"
"419","GBG","RGR",1,0,1,1,0,"run008"
"420","GGB","BBB",1,0,1,1,0,"run008"
"421","GGB","BRB",3,1,4,0,4,"run008"
"422","GGB","BRR",0,1,1,0,1,"run008"
"423","GGB","GGG",4,1,5,3,2,"run008"
"424","GGB","GRR",1,1,2,1,1,"run008"
"425","GGB","RBG",0,1,1,0,1,"run008"
"426","GGB","RGR",1,0,1,1,0,"run008"
"427","GGB","RRG",1,0,1,0,1,"run008"
"428","GGG","BBB",4,0,4,1,3,"run008"
"429","GGG","BRB",0,1,1,0,1,"run008"
"430","GGG","BRR",0,1,1,1,0,"run008"
"431","GGG","GGB",1,0,1,0,1,"run008"
"432","GGG","GGR",0,1,1,0,1,"run008"
"433","GGG","GRG",0,1,1,1,0,"run008"
"434","GGG","GRR",2,2,4,4,0,"run008"
"435","GGG","RBB",0,1,1,1,0,"run008"
"436","GGG","RBR",1,0,1,0,1,"run008"
"437","GGG","RGG",1,1,2,1,1,"run008"
"438","GRG","BRB",0,1,1,1,0,"run008"
"439","GRG","GGB",0,2,2,1,1,"run008"
"440","GRG","GGG",0,4,4,4,0,"run008"
"441","GRG","RBR",1,1,2,1,1,"run008"
"442","GRR","BRB",1,0,1,0,1,"run008"
"443","GRR","BRR",1,1,2,1,1,"run008"
"444","GRR","GGR",1,1,2,1,1,"run008"
"445","GRR","RGG",1,0,1,0,1,"run008"
"446","RBR","GGR",1,0,1,1,0,"run008"
"447","RBR","GRR",1,0,1,1,0,"run008"
"448","RBR","RGG",0,1,1,1,0,"run008"
"449","RGR","BBB",0,2,2,0,2,"run008"
"450","RGR","BGB",1,0,1,1,0,"run008"
"451","RGR","GGR",0,1,1,1,0,"run008"
"452","RGR","GRR",1,1,2,2,0,"run008"
"453","RRG","RBR",0,1,1,0,1,"run008"
"454","RRG","RGR",6,5,11,2,9,"run008"
"455","RRR","GGG",1,1,2,0,2,"run008"
"456","RRR","GGR",0,2,2,2,0,"run008"
"457","BBG","BBB",1,2,3,2,1,"run009"
"458","BBG","GBB",1,0,1,0,1,"run009"
"459","BBG","GBG",1,1,2,1,1,"run009"
"460","BBG","GGB",0,2,2,2,0,"run009"
"461","BBG","GGG",1,1,2,2,0,"run009"
"462","BBG","RRG",1,0,1,0,1,"run009"
"463","BGG","RBG",1,0,1,1,0,"run009"
"464","BRB","BBB",0,1,1,1,0,"run009"
"465","BRB","GGB",1,0,1,0,1,"run009"
"466","BRB","RBB",1,0,1,1,0,"run009"
"467","BRR","GBB",1,0,1,1,0,"run009"
"468","GBB","BBB",1,0,1,0,1,"run009"
"469","GBB","GBG",1,0,1,1,0,"run009"
"470","GBB","GGB",2,1,3,0,3,"run009"
"471","GBB","GGG",4,8,12,9,3,"run009"
"472","GBB","GRR",1,0,1,1,0,"run009"
"473","GBB","RBB",0,1,1,0,1,"run009"
"474","GBB","RBR",1,0,1,1,0,"run009"
"475","GBB","RGG",0,2,2,1,1,"run009"
"476","GBG","RGR",1,0,1,0,1,"run009"
"477","GGB","BBB",1,0,1,1,0,"run009"
"478","GGB","BRB",3,1,4,0,4,"run009"
"479","GGB","BRR",0,1,1,0,1,"run009"
"480","GGB","GGG",4,1,5,4,1,"run009"
"481","GGB","GRR",1,1,2,1,1,"run009"
"482","GGB","RBG",0,1,1,1,0,"run009"
"483","GGB","RGR",1,0,1,0,1,"run009"
"484","GGB","RRG",1,0,1,1,0,"run009"
"485","GGG","BBB",4,0,4,3,1,"run009"
"486","GGG","BRB",0,1,1,1,0,"run009"
"487","GGG","BRR",0,1,1,1,0,"run009"
"488","GGG","GGB",1,0,1,0,1,"run009"
"489","GGG","GGR",0,1,1,0,1,"run009"
"490","GGG","GRG",0,1,1,1,0,"run009"
"491","GGG","GRR",2,2,4,4,0,"run009"
"492","GGG","RBB",0,1,1,0,1,"run009"
"493","GGG","RBR",1,0,1,0,1,"run009"
"494","GGG","RGG",1,1,2,1,1,"run009"
"495","GRG","BRB",0,1,1,0,1,"run009"
"496","GRG","GGB",0,2,2,2,0,"run009"
"497","GRG","GGG",0,4,4,2,2,"run009"
"498","GRG","RBR",1,1,2,0,2,"run009"
"499","GRR","BRB",1,0,1,0,1,"run009"
"500","GRR","BRR",1,1,2,0,2,"run009"
"501","GRR","GGR",1,1,2,2,0,"run009"
"502","GRR","RGG",1,0,1,0,1,"run009"
"503","RBR","GGR",1,0,1,0,1,"run009"
"504","RBR","GRR",1,0,1,1,0,"run009"
"505","RBR","RGG",0,1,1,0,1,"run009"
"506","RGR","BBB",0,2,2,0,2,"run009"
"507","RGR","BGB",1,0,1,1,0,"run009"
"508","RGR","GGR",0,1,1,0,1,"run009"
"509","RGR","GRR",1,1,2,1,1,"run009"
"510","RRG","RBR",0,1,1,0,1,"run009"
"511","RRG","RGR",6,5,11,0,11,"run009"
"512","RRR","GGG",1,1,2,2,0,"run009"
"513","RRR","GGR",0,2,2,2,0,"run009"
"514","BBG","BBB",1,2,3,2,1,"run010"
"515","BBG","GBB",1,0,1,0,1,"run010"
"516","BBG","GBG",1,1,2,1,1,"run010"
"517","BBG","GGB",0,2,2,2,0,"run010"
"518","BBG","GGG",1,1,2,1,1,"run010"
"519","BBG","RRG",1,0,1,0,1,"run010"
"520","BGG","RBG",1,0,1,0,1,"run010"
"521","BRB","BBB",0,1,1,0,1,"run010"
"522","BRB","GGB",1,0,1,1,0,"run010"
"523","BRB","RBB",1,0,1,0,1,"run010"
"524","BRR","GBB",1,0,1,0,1,"run010"
"525","GBB","BBB",1,0,1,1,0,"run010"
"526","GBB","GBG",1,0,1,0,1,"run010"
"527","GBB","GGB",2,1,3,1,2,"run010"
"528","GBB","GGG",4,8,12,1,11,"run010"
"529","GBB","GRR",1,0,1,1,0,"run010"
"530","GBB","RBB",0,1,1,0,1,"run010"
"531","GBB","RBR",1,0,1,0,1,"run010"
"532","GBB","RGG",0,2,2,1,1,"run010"
"533","GBG","RGR",1,0,1,0,1,"run010"
"534","GGB","BBB",1,0,1,1,0,"run010"
"535","GGB","BRB",3,1,4,2,2,"run010"
